wind_speed_kts,wind_direction_deg,humidity_%,pressure_hPa,fog_density,visibility_km,hours_until_clear
7.85,14.69,31.43,976.96,4.28,4.36,5.73
32.59,112.18,41.57,1029.56,5.29,1.12,6.0
17.17,290.75,49.58,1005.39,0.52,1.34,4.88
39.75,102.51,26.22,980.73,7.63,3.21,6.2
16.68,127.86,97.95,1017.31,7.18,4.67,7.58
33.13,111.48,55.24,1016.21,2.78,8.11,1.79
4.3,47.65,46.97,957.07,4.02,5.94,5.72
22.5,351.56,20.98,979.42,1.63,9.44,0.84
10.43,168.71,36.78,988.7,2.09,1.03,6.11
42.03,109.88,65.0,966.34,1.57,8.34,1.7
14.31,317.17,34.81,1007.65,1.46,4.79,3.36
19.53,269.26,85.33,962.38,3.66,6.82,5.21
49.12,149.95,73.3,971.61,7.99,5.02,6.33
26.77,170.07,27.41,1028.84,5.25,3.06,4.96
14.71,305.69,56.47,968.73,2.07,1.06,6.7
49.86,29.7,27.21,1016.16,7.25,8.43,2.33
41.08,119.34,95.57,1002.44,8.61,1.27,8.97
14.46,28.78,84.94,955.19,0.36,8.03,3.31
35.09,210.97,65.59,1016.89,4.29,5.06,4.22
49.9,41.81,29.56,1008.18,3.52,8.67,0.53
44.67,142.96,71.51,1049.98,2.74,6.18,2.0
9.58,176.03,93.32,1007.71,2.35,3.15,6.33
17.02,74.83,29.96,975.7,8.88,4.15,7.66
4.69,221.92,70.77,1033.88,8.94,1.71,9.58
11.88,120.22,44.6,991.75,9.23,5.79,7.38
34.02,174.28,28.61,1041.19,3.3,9.36,0.5
17.75,141.9,51.52,1012.25,0.67,0.23,5.42
34.97,326.48,38.82,1044.27,7.11,1.6,6.24
28.79,49.94,72.5,1009.92,3.05,7.78,2.85
15.43,353.62,62.83,952.18,5.68,5.85,6.51
3.31,6.87,86.51,1030.47,8.07,3.4,8.82
25.38,355.19,34.63,1020.96,1.45,8.32,0.81
31.44,29.28,79.88,1023.46,4.03,9.62,2.24
20.86,102.68,36.64,1027.42,0.62,0.29,4.58
25.97,79.03,48.27,950.97,1.98,8.6,2.42
18.81,79.85,71.86,982.05,1.05,6.99,3.19
28.85,80.81,72.98,951.18,5.96,6.82,5.77
36.35,324.66,22.59,997.8,1.46,4.02,2.5
31.68,76.57,77.6,1012.17,2.94,2.56,5.35
24.28,231.64,26.32,997.57,7.45,7.12,4.65
42.4,247.73,96.33,1014.05,0.2,8.1,1.1
32.55,208.1,23.21,974.83,7.65,3.66,6.37
48.98,17.47,27.76,982.12,3.92,1.22,4.89
31.06,252.34,84.65,1033.36,2.74,2.65,5.06
24.22,92.43,32.73,980.57,1.56,3.6,3.91
17.3,241.54,62.97,959.71,8.97,2.91,9.41
5.65,300.01,34.13,988.3,9.03,9.99,5.28
41.53,266.9,28.22,1043.31,7.23,9.83,1.61
14.76,160.66,32.53,974.45,2.3,9.06,2.12
18.54,109.62,95.0,1033.04,0.17,0.58,5.69
5.06,77.72,97.46,956.56,4.53,7.35,6.5
34.8,312.36,99.81,978.55,6.77,9.05,4.97
0.81,240.94,39.25,1038.69,3.07,5.4,4.13
39.09,69.07,85.85,951.69,9.77,5.84,7.96
0.9,312.76,77.87,996.65,4.0,6.76,5.58
1.65,212.81,51.92,969.42,4.79,7.79,5.22
8.63,351.7,72.81,955.92,9.43,6.41,8.64
26.42,191.51,80.66,978.92,6.96,2.88,8.09
34.86,315.53,94.48,1046.66,7.95,9.1,4.27
20.52,6.25,89.34,1048.52,7.43,4.45,6.89
12.82,193.93,22.24,998.3,2.27,6.5,2.83
36.32,148.95,86.02,1009.3,2.21,8.17,2.2
48.77,65.36,71.72,961.97,3.96,5.73,4.1
19.0,298.15,24.47,994.51,8.75,1.59,8.34
8.32,222.71,95.18,1035.81,3.49,5.1,5.56
37.86,86.24,32.97,991.16,1.28,9.15,0.5
43.24,243.99,81.97,1045.74,9.13,2.31,7.54
25.51,185.2,75.66,980.3,0.06,4.67,3.64
23.4,93.41,97.38,1023.7,9.92,9.61,6.03
49.51,56.65,42.66,1035.46,9.94,6.57,4.69
25.0,37.99,54.91,950.23,9.49,1.89,9.76
26.45,218.86,50.91,1003.28,2.63,8.01,2.21
3.34,275.7,82.64,1041.29,7.88,6.21,7.04
29.17,343.35,51.3,979.89,6.18,2.0,7.25
26.31,176.86,92.72,1023.44,6.34,4.58,6.49
8.13,186.7,65.01,960.22,5.04,6.35,6.22
11.93,287.37,58.77,971.23,3.27,2.52,6.73
22.62,158.96,27.77,1020.7,2.24,5.67,2.5
7.7,240.01,72.5,952.98,8.83,0.21,11.52
10.68,40.28,95.15,982.27,9.27,7.23,8.16
13.59,334.36,37.04,999.44,8.55,2.78,8.14
27.51,83.91,96.07,976.29,6.03,5.07,6.9
47.37,70.55,56.91,979.76,5.58,4.83,4.77
38.05,146.1,95.75,961.05,7.8,7.56,6.26
10.5,116.52,29.66,975.39,9.47,8.63,6.05
38.02,230.98,84.39,1008.08,3.57,3.0,5.36
3.09,80.64,56.95,1024.94,9.21,6.34,7.29
4.6,124.26,89.2,988.8,4.0,5.04,6.67
27.47,54.2,50.84,966.61,3.75,6.41,4.12
35.61,10.87,91.38,1010.19,4.08,2.39,6.18
33.12,335.32,41.85,1033.82,4.35,8.89,1.55
0.83,286.3,51.69,1010.74,5.17,5.36,5.98
2.71,24.48,38.33,1037.83,9.39,2.3,8.74
32.39,311.18,67.71,958.08,7.95,6.82,6.34
24.18,357.34,73.7,1048.12,6.21,4.12,5.88
36.88,328.91,25.49,984.74,5.58,6.88,3.4
43.58,217.93,35.97,972.03,4.69,6.05,3.51
14.44,25.24,36.37,1008.26,6.39,8.11,4.19
1.51,116.03,32.23,960.82,5.17,0.3,8.82
16.8,70.53,67.87,985.25,2.98,8.64,3.27
38.07,263.99,85.75,994.73,7.88,5.31,6.62
34.92,46.33,47.8,1006.32,7.33,5.6,5.21
19.02,270.6,64.21,1022.77,7.81,2.66,7.85
30.47,53.73,98.87,1024.52,1.88,8.69,2.14
15.5,273.55,58.8,968.76,4.96,7.7,4.85
7.92,337.04,80.63,981.33,6.05,9.22,5.34
36.64,116.34,28.57,1003.64,6.36,8.86,2.57
24.91,273.17,51.13,1005.29,5.74,8.51,3.56
2.86,312.37,38.47,1015.51,8.53,9.69,4.98
16.58,64.73,62.35,950.28,4.08,1.55,7.83
7.12,62.54,40.88,985.84,6.13,1.63,8.15
11.8,61.52,37.86,972.12,4.06,7.48,4.11
21.33,61.55,82.76,1045.29,0.32,0.21,5.3
38.43,344.57,26.96,1048.5,5.16,8.48,1.29
12.31,59.19,69.39,953.51,8.45,5.96,8.14
4.56,167.08,87.89,1005.35,8.83,1.86,10.36
6.4,258.24,57.38,971.5,4.43,7.59,5.0
13.71,353.21,91.63,1022.83,5.91,5.35,6.5
19.32,343.09,69.74,1017.07,2.17,7.0,3.08
2.22,218.0,36.48,1005.18,4.21,9.64,3.0
10.38,357.15,91.44,1024.73,5.84,2.92,7.82
33.03,287.57,87.21,950.78,6.27,7.96,5.5
40.02,69.07,60.01,967.92,6.09,3.54,6.31
48.92,234.95,99.64,985.97,1.48,4.99,3.53
1.82,4.47,98.24,978.94,7.48,6.06,8.43
23.44,46.49,74.81,1028.95,8.72,2.2,8.47
3.19,216.75,70.43,1002.83,8.43,1.94,9.8
11.58,72.2,52.0,984.89,7.07,6.32,6.35
1.54,179.41,25.91,1049.29,9.27,5.86,6.46
27.25,41.44,34.91,969.66,9.01,6.88,6.08
25.06,110.19,78.99,998.71,8.97,0.76,9.84
21.38,68.4,31.72,994.2,2.18,8.62,1.6
10.49,98.92,63.56,1024.57,7.4,5.73,6.49
23.6,292.42,53.56,970.13,6.77,7.55,5.27
32.69,261.97,23.14,1018.08,3.14,4.25,3.08
17.45,58.72,30.26,1009.25,1.03,1.73,4.38
37.88,220.68,31.16,950.32,4.91,2.91,5.71
15.42,112.58,54.4,964.26,0.2,6.92,2.82
7.17,14.38,72.23,980.04,9.33,9.72,6.58
32.91,202.17,49.87,975.89,9.11,9.99,4.56
1.67,27.74,65.82,978.1,4.26,1.75,8.18
39.59,229.27,46.8,969.16,6.79,5.84,5.18
8.72,213.49,98.2,978.86,5.77,8.36,6.07
47.59,58.36,27.16,980.25,4.1,1.68,4.84
1.32,233.09,85.96,1043.58,7.07,7.88,5.96
30.46,151.6,22.48,1027.77,7.76,6.84,4.03
34.51,155.39,50.06,1031.9,4.45,3.4,4.52
2.76,45.36,72.06,963.0,0.59,3.74,5.71
31.09,77.61,48.98,1040.79,6.72,6.65,4.03
24.25,329.1,76.02,955.61,7.44,7.08,6.61
47.53,73.4,44.66,997.32,3.68,2.59,4.33
21.62,37.07,25.32,982.5,5.88,1.95,6.81
1.12,75.24,53.83,961.58,8.7,9.68,6.44
29.1,198.27,44.12,979.46,5.7,8.05,3.81
19.09,8.46,47.01,974.65,2.15,6.6,3.42
7.82,359.44,41.47,963.76,8.62,5.83,7.64
40.78,91.6,77.37,972.67,7.78,6.88,5.8
6.52,11.31,82.44,1040.0,3.41,8.53,3.51
10.77,118.21,44.57,965.21,2.06,2.62,5.88
29.39,7.97,55.32,1010.66,6.7,6.43,4.87
0.05,73.93,30.28,1041.77,8.82,3.5,7.72
41.84,351.19,29.56,968.8,9.95,0.38,8.95
43.12,301.32,25.29,950.37,0.57,2.71,3.23
48.18,74.27,90.19,966.44,1.88,7.4,2.64
10.49,116.29,81.96,991.43,8.85,7.94,7.12
23.3,198.59,96.53,958.25,1.18,9.86,2.6
12.27,249.25,59.35,979.58,2.97,4.72,5.34
40.83,94.08,72.13,1020.6,3.12,2.27,4.84
41.14,343.37,94.8,1040.98,3.44,8.28,2.21
21.37,310.44,40.93,986.09,1.18,7.94,1.8
12.32,23.34,95.59,1013.06,9.47,7.34,7.62
21.78,85.2,20.75,961.92,8.92,4.92,7.07
34.06,350.09,94.18,1037.1,7.56,3.58,7.02
48.78,350.75,92.12,990.08,9.1,0.6,9.28
8.41,8.5,71.01,1019.08,0.41,8.66,1.91
42.62,222.55,60.25,950.17,4.33,5.83,4.46
12.7,28.28,29.94,969.34,0.28,9.77,0.88
16.49,158.34,95.08,972.88,3.05,1.04,8.01
9.38,68.56,34.13,1047.92,9.1,6.18,6.04
32.62,325.28,98.2,1030.13,5.23,5.73,5.07
49.99,166.92,63.66,956.63,4.14,4.85,4.46
26.46,246.89,60.27,990.24,5.14,1.83,7.0
5.16,240.75,30.32,976.87,6.11,9.06,4.41
22.02,85.14,75.93,993.93,8.29,1.76,9.17
29.79,327.25,71.94,981.38,0.7,8.58,1.68
34.16,78.59,31.06,1012.34,1.81,3.96,2.79
22.79,288.01,76.55,1000.61,1.42,7.57,2.69
13.12,137.31,44.04,989.51,3.33,8.86,2.86
47.21,186.85,33.63,1004.45,1.48,9.36,0.5
15.31,28.48,26.35,1044.96,1.17,3.01,3.22
15.03,276.17,90.51,975.23,4.7,8.04,5.26
46.77,37.9,91.78,1042.34,9.16,0.78,8.44
3.51,6.85,47.75,1024.38,9.71,4.99,7.97
5.36,81.34,95.81,965.14,9.4,9.29,7.76
38.4,236.47,25.96,956.33,6.13,4.1,5.47
44.33,169.69,68.15,1021.2,2.95,7.47,1.87
4.2,146.38,20.37,1009.93,7.04,9.9,3.71
32.79,95.28,71.82,969.12,9.54,3.69,8.6
9.2,186.61,80.2,969.3,3.56,7.64,5.02
10.42,274.79,88.98,983.76,5.94,3.62,8.13
33.86,66.4,94.24,954.12,8.95,4.17,8.82
32.34,96.35,75.24,1017.99,5.99,9.54,3.19
22.28,55.14,66.44,1026.64,9.74,4.9,7.52
19.19,293.05,43.25,970.14,5.68,1.99,7.46
6.43,320.77,45.46,1016.15,5.45,6.74,4.9
3.19,219.89,87.45,1043.41,0.84,6.77,3.34
12.72,19.25,78.39,953.63,5.83,2.8,8.61
12.29,313.75,35.59,1030.28,0.81,8.42,0.97
32.27,312.22,22.28,1011.62,3.7,5.6,2.8
49.1,282.97,69.18,972.07,8.27,9.73,4.01
40.44,214.23,36.97,1008.81,4.04,1.58,4.98
46.37,66.83,57.63,1038.06,8.73,1.97,6.87
25.0,116.24,50.44,988.49,7.99,4.1,7.15
41.49,174.87,73.93,1016.12,9.98,0.74,9.12
31.5,47.86,26.63,1011.2,6.05,4.24,4.81
42.37,56.04,51.37,1022.56,5.33,9.26,1.83
16.3,15.62,26.53,1043.79,2.87,6.62,2.24
15.64,78.24,78.51,982.99,8.3,8.41,6.41
1.76,32.58,41.75,1031.97,4.0,3.26,5.8
33.06,190.86,42.84,1042.83,9.1,0.97,7.77
8.31,175.45,57.15,977.39,9.41,8.77,6.71
16.31,93.94,59.75,1038.17,5.39,5.62,4.92
3.17,194.31,38.04,1001.62,8.65,0.32,9.93
44.22,161.32,98.43,966.44,3.0,3.75,5.43
47.3,158.74,63.65,977.49,7.78,4.32,6.33
38.29,85.36,38.08,978.52,6.87,5.44,5.11
8.98,267.9,72.23,987.7,8.05,5.82,7.68
43.09,95.66,77.21,1008.85,0.41,2.6,3.53
6.97,188.56,74.07,967.3,5.18,8.29,5.5
20.81,167.96,57.37,998.79,2.88,1.77,5.97
43.21,310.6,47.17,990.2,9.54,4.42,6.74
7.08,115.21,54.86,1008.38,1.34,6.32,3.39
26.17,344.3,20.01,1004.75,2.8,1.12,4.95
10.76,90.52,24.15,992.54,8.27,7.69,5.48
15.09,37.93,62.95,985.01,8.79,9.27,5.83
25.8,6.37,64.01,995.09,9.44,2.47,8.87
13.86,131.63,38.4,1038.83,1.63,5.23,2.82
16.24,124.35,62.56,1044.01,2.25,3.97,4.16
26.05,76.16,91.61,1042.66,2.68,7.44,2.9
34.16,118.08,74.7,981.96,0.4,0.92,5.2
15.0,216.56,38.71,979.85,4.45,6.67,4.45
6.02,61.65,55.03,1012.46,5.27,6.51,5.25
36.36,61.28,90.91,983.97,9.1,1.87,9.34
21.85,213.8,50.95,1012.64,8.14,4.96,6.56
17.72,298.9,72.99,1007.76,2.28,6.3,3.8
7.27,186.03,91.46,1007.97,7.88,4.44,8.51
39.12,202.03,63.23,1048.02,8.6,9.18,3.53
29.07,284.67,49.63,996.32,3.99,1.05,6.32
22.14,326.75,56.58,1022.43,2.58,7.96,2.24
38.7,61.96,31.83,1034.44,9.55,8.28,3.92
24.27,44.51,23.78,1024.79,9.96,5.81,6.05
36.24,298.04,55.09,951.81,1.14,4.69,3.59
29.03,338.48,75.87,1036.57,6.92,1.42,7.59
27.48,252.8,80.17,1011.77,2.57,9.52,1.96
6.35,124.04,78.9,1046.46,1.83,9.62,1.99
8.51,337.88,43.46,989.32,3.08,5.44,4.66
0.66,13.85,40.02,1009.48,2.21,2.69,5.57
5.18,77.6,33.6,993.97,0.84,7.24,2.48
48.18,307.62,92.64,1009.47,1.03,8.14,1.19
23.19,211.18,85.8,1015.62,3.6,0.93,7.06
45.29,318.79,24.34,974.67,0.61,9.27,0.5
21.47,169.42,23.52,967.53,0.67,2.85,3.97
23.87,176.57,73.8,1027.95,6.97,5.51,5.92
7.04,277.73,31.64,1049.66,4.09,2.04,5.64
1.95,162.7,43.25,977.93,8.45,4.19,8.48
31.39,180.14,27.51,1011.69,2.56,2.96,3.72
6.3,286.58,36.91,967.41,8.07,1.65,9.36
30.88,169.97,79.73,978.62,6.96,3.97,7.3
47.41,64.54,81.37,1023.08,4.36,9.03,1.94
33.0,330.6,34.69,999.48,4.0,2.36,5.05
30.49,2.28,27.23,994.78,0.91,0.4,4.5
39.41,243.05,80.64,985.22,4.7,5.69,4.79
48.06,132.2,44.5,1029.55,4.84,9.06,1.11
40.28,263.65,63.87,976.6,6.01,6.89,4.53
15.9,124.08,73.89,995.3,6.38,7.07,5.79
16.38,282.18,61.8,975.09,9.2,7.1,7.19
24.94,156.3,78.39,985.03,3.45,7.49,3.94
29.28,153.9,72.58,1014.55,9.05,5.29,6.99
5.83,45.25,45.33,1032.48,8.9,5.13,7.19
18.28,219.97,33.84,1015.98,3.02,7.92,2.22
14.72,347.2,27.99,995.43,2.25,3.15,4.59
36.83,242.81,32.68,999.51,5.06,5.26,3.89
17.16,276.94,58.35,1003.87,2.2,2.05,5.61
35.64,46.75,31.03,1035.39,7.01,9.25,2.28
13.8,136.08,34.56,970.97,9.27,8.94,5.82
46.33,280.17,46.7,981.54,8.87,9.63,3.78
24.5,207.0,81.82,977.14,0.96,2.76,5.3
18.76,71.28,67.09,992.23,8.02,8.16,5.8
47.36,68.52,33.12,1020.63,1.31,0.79,3.38
44.97,19.16,78.04,967.08,6.18,6.6,5.04
18.29,186.67,98.2,975.62,8.92,5.2,8.81
49.4,308.09,76.53,1007.14,9.05,6.1,5.8
17.67,55.0,68.4,963.88,1.63,7.63,3.43
10.16,306.42,83.68,958.75,3.5,3.44,7.3
5.25,322.61,69.81,1024.56,8.93,7.67,6.7
19.39,243.24,27.85,997.92,4.48,2.61,5.7
8.24,226.23,91.62,955.78,9.59,0.59,12.11
5.01,123.02,38.75,974.44,9.53,9.67,6.07
29.11,177.94,23.95,994.65,7.07,2.32,6.61
33.42,118.6,78.14,1014.04,1.92,5.97,3.03
24.68,99.45,42.08,1011.48,1.08,0.85,4.74
37.56,133.2,93.89,953.91,3.37,6.24,4.8
38.33,346.63,26.78,1031.3,2.78,3.56,2.84
13.54,211.78,27.87,1037.77,9.16,4.51,6.72
5.32,298.3,73.55,1029.86,7.84,8.23,5.88
12.82,332.66,47.53,971.97,2.09,0.5,6.81
41.07,16.88,29.25,1048.77,9.95,6.78,4.45
2.0,299.51,94.53,966.05,4.79,4.65,7.9
37.54,166.26,56.24,1024.94,2.97,1.55,4.82
4.08,2.47,51.92,1032.32,4.57,6.61,4.54
45.16,120.3,48.41,962.41,1.87,8.14,1.45
5.34,253.04,84.98,1020.0,3.06,5.1,5.51
26.81,358.13,80.61,1002.09,7.85,6.51,6.31
5.91,142.11,56.29,961.01,3.04,9.86,3.35
4.64,275.8,49.26,1034.71,5.93,7.68,4.55
11.53,328.37,36.25,982.57,4.28,6.13,4.69
19.61,123.14,21.94,1044.38,4.23,4.45,3.72
11.99,139.29,68.73,1020.61,7.69,4.25,7.49
38.73,115.01,91.85,959.37,8.94,0.45,10.28
15.15,64.52,28.64,1024.54,8.38,0.23,8.63
36.52,331.7,65.87,1003.26,3.43,4.82,4.07
40.8,282.69,76.0,1015.09,2.73,7.92,2.01
16.71,191.58,61.68,1025.73,2.61,1.07,6.05
29.48,306.33,23.43,1035.78,7.88,6.14,4.38
28.28,353.28,84.82,1028.91,9.83,7.38,6.45
9.32,185.72,45.88,1024.06,7.77,2.09,8.12
31.34,118.57,34.69,1040.86,9.72,9.45,3.75
20.17,203.7,83.33,1013.61,4.65,5.61,5.37
26.18,145.58,73.21,980.63,5.11,3.84,6.48
39.78,168.14,70.0,1010.0,7.03,0.69,7.76
23.28,109.97,34.22,1008.69,1.92,3.44,3.78
3.39,273.06,91.25,969.04,2.49,3.81,6.97
31.47,50.64,83.19,1019.85,0.59,1.87,4.54
7.44,335.91,21.14,996.7,7.95,4.98,6.7
13.82,98.02,33.63,1046.63,9.7,5.33,6.56
17.97,83.86,84.65,991.38,5.05,5.63,6.07
34.69,255.76,82.34,1044.11,2.79,0.96,5.5
21.73,244.6,66.61,1030.81,6.17,6.53,4.88
44.04,158.05,42.5,1020.07,7.11,9.89,2.14
3.14,196.1,56.11,980.63,0.86,2.72,5.64
7.03,105.76,26.39,969.51,6.4,4.53,6.75
33.07,141.12,48.89,979.8,0.86,5.96,2.36
49.05,52.48,31.32,1035.03,4.28,0.98,4.4
3.56,117.17,42.42,1035.42,9.56,1.01,9.57
7.13,154.52,31.03,992.27,5.38,3.45,6.51
0.52,278.03,20.67,977.74,7.03,1.37,8.69
34.34,228.2,44.88,995.9,5.77,5.11,4.8
19.64,253.96,54.21,1004.61,7.28,1.48,8.2
3.59,163.01,78.88,1014.24,2.37,9.43,3.03
27.97,12.44,96.09,1034.04,7.29,1.21,8.48
23.04,159.25,46.57,1003.34,5.75,5.26,5.2
44.09,148.84,69.42,1002.11,2.53,8.52,1.5
20.87,233.8,74.5,979.51,7.7,2.57,8.73
29.4,5.1,61.4,960.63,8.55,2.95,8.52
30.8,221.91,28.38,1008.4,8.49,4.71,5.92
7.65,236.2,42.35,1002.38,7.77,2.57,8.24
31.87,357.57,33.89,1031.19,1.31,1.3,3.74
8.83,60.65,30.95,1030.89,5.25,1.39,6.75
35.96,40.68,28.53,970.86,5.66,4.79,4.83
45.7,314.26,48.22,990.6,6.58,6.55,4.09
45.46,114.86,28.0,971.64,2.63,8.04,1.19
44.47,252.52,59.39,993.38,4.7,7.01,3.21
20.43,144.9,88.29,979.06,1.65,7.79,3.47
41.3,165.2,34.46,1039.58,5.85,7.83,2.15
17.94,279.32,23.53,1008.7,8.85,1.6,8.17
37.65,152.42,66.78,964.16,4.44,9.21,3.0
47.13,20.71,62.71,1004.73,3.58,2.21,4.82
27.28,5.72,28.8,972.32,6.86,3.84,6.33
47.31,268.64,92.26,1035.19,5.52,2.48,5.87
42.69,290.17,38.12,956.55,4.99,8.41,2.83
10.35,53.01,37.52,1046.14,0.07,9.87,0.5
8.94,279.25,78.74,1046.08,5.95,3.14,7.16
43.35,165.99,52.04,988.85,5.6,4.29,4.98
38.65,296.08,42.04,1012.19,5.69,9.8,1.86
46.02,292.1,53.25,991.89,7.74,3.5,6.29
47.93,333.05,42.23,1043.66,0.7,4.88,0.84
42.82,162.69,36.42,994.61,9.17,4.95,5.97
2.18,273.06,94.19,980.46,5.87,6.24,7.39
35.73,330.6,92.22,965.97,5.36,2.24,7.65
28.15,163.15,79.85,994.45,2.64,6.87,3.57
34.2,332.01,24.27,982.37,4.86,4.31,4.46
23.8,299.14,41.64,979.15,0.64,1.33,4.85
29.04,190.22,92.84,984.44,9.05,0.29,10.51
25.84,187.16,41.4,952.55,2.37,1.25,6.09
16.2,139.1,97.65,1019.65,5.76,1.67,8.35
6.62,233.57,29.95,1042.37,7.4,0.52,8.15
17.5,10.97,94.7,1006.13,7.09,4.87,7.5
5.55,334.25,95.59,1027.08,4.69,3.26,7.37
36.99,267.76,76.37,1008.2,0.2,7.76,1.14
8.32,305.03,39.08,955.27,3.81,6.97,4.73
42.93,353.57,26.19,992.24,3.71,9.62,0.68
3.54,26.0,44.84,1007.93,9.88,9.23,6.14
1.04,224.83,45.35,955.92,7.84,0.91,10.28
3.75,146.63,73.31,1005.32,6.83,4.15,7.9
27.01,93.19,79.88,988.56,9.46,2.54,9.3
32.13,252.24,95.72,965.83,4.21,3.1,6.91
28.23,69.37,51.09,1013.12,7.87,4.77,6.2
14.02,210.52,65.59,985.16,5.86,5.22,6.5
42.93,126.21,46.67,958.75,0.23,0.79,4.43
24.5,186.28,20.48,980.91,8.78,9.4,4.29
3.29,175.02,85.19,999.23,1.64,0.36,7.62
1.78,178.71,52.81,951.06,5.58,4.89,7.39
33.77,225.84,39.9,990.41,8.48,9.24,4.09
34.81,355.85,45.89,1016.95,1.86,3.06,3.52
32.95,289.54,79.47,1014.59,0.42,5.87,2.37
22.33,130.73,27.5,1048.14,8.25,1.06,7.36
15.3,11.95,75.44,1007.86,2.85,4.15,5.34
1.81,283.65,35.19,967.41,1.74,4.79,4.81
11.51,44.51,63.11,1004.13,2.45,7.27,3.53
0.15,4.64,95.44,1007.6,9.25,9.63,7.06
36.24,39.9,96.45,1008.21,6.74,6.65,5.51
32.21,289.21,27.5,1044.89,6.28,9.69,1.62
28.0,196.14,43.13,1031.37,5.64,0.88,6.54
47.25,201.11,99.81,976.56,3.13,7.85,3.17
5.01,162.67,90.81,967.0,4.29,2.52,8.45
28.87,146.24,83.73,976.22,4.54,4.16,6.24
44.73,331.35,36.48,1014.22,7.28,9.05,2.56
7.66,221.31,59.32,1043.41,5.7,6.0,5.23
3.98,255.02,88.93,990.55,6.01,1.98,9.19
0.03,68.7,84.13,992.68,3.4,5.95,5.95
14.84,64.62,59.21,1021.38,8.3,0.67,9.2
36.64,52.7,38.68,1016.71,0.21,9.5,0.5
19.88,69.55,71.71,1044.4,2.39,2.56,4.98
35.29,321.04,60.46,954.5,3.68,3.11,5.79
13.59,206.46,86.81,1034.3,1.9,8.82,2.46
8.42,269.15,69.8,1002.0,8.8,2.59,9.4
3.83,249.15,38.95,977.9,5.53,8.41,4.71
7.44,190.02,34.99,1041.08,7.35,3.25,6.86
2.17,146.17,28.18,974.1,1.55,8.92,2.34
11.02,202.97,65.61,1013.5,0.79,9.65,1.43
46.45,27.44,42.19,1010.53,6.41,5.23,4.15
24.79,40.4,72.38,1029.95,0.78,3.43,3.74
1.19,33.02,60.55,1042.63,5.94,0.81,8.31
37.8,351.31,50.62,990.21,7.4,6.43,5.03
40.26,179.39,49.73,968.0,6.33,5.58,5.14
16.42,354.81,31.9,963.43,4.44,7.73,3.94
17.98,199.73,57.49,986.68,8.31,0.6,9.61
37.84,174.46,82.67,957.05,0.95,7.15,2.79
27.34,254.59,43.89,1039.62,1.04,3.14,3.02
4.94,102.24,88.97,994.57,6.44,6.6,6.99
42.32,128.02,42.32,982.49,3.33,1.01,5.39
37.92,39.79,27.06,1049.23,2.61,7.27,0.63
16.19,155.31,76.93,1034.73,8.3,3.92,7.73
1.58,156.39,39.01,1016.15,2.29,2.57,5.49
2.54,9.71,97.88,974.28,5.87,5.92,7.72
2.18,357.02,96.5,978.52,5.95,6.47,7.4
12.15,187.37,36.14,978.66,0.43,6.35,2.69
33.13,192.44,31.98,957.88,1.3,0.25,5.37
46.89,183.44,66.79,999.46,1.75,2.66,3.88
18.51,117.34,75.48,976.04,9.1,3.95,8.94
38.52,113.88,72.86,1029.53,9.61,1.91,8.26
6.24,277.04,39.43,999.94,9.36,6.22,7.25
47.73,178.55,72.01,992.78,4.61,6.62,3.53
10.52,311.98,89.71,1004.71,6.23,5.74,6.88
44.73,320.05,78.38,1027.95,2.51,2.86,4.08
30.71,312.89,49.88,999.86,9.64,1.88,8.59
29.06,218.71,74.83,1039.38,4.36,7.68,3.1
2.2,251.62,36.27,1010.47,3.39,4.33,5.15
0.15,72.49,30.96,953.18,8.54,9.16,6.24
48.2,118.47,31.67,1016.21,8.47,7.04,3.83
11.1,113.23,82.77,1015.67,0.5,4.3,4.35
17.73,38.82,42.26,965.86,2.41,6.53,3.68
0.51,305.65,51.93,982.71,4.33,8.0,4.73
23.47,209.75,42.62,1010.39,3.24,6.71,2.98
46.58,1.17,60.47,1022.66,1.47,2.27,3.4
38.29,176.04,74.09,1043.82,0.67,4.28,2.4
16.19,297.58,84.44,951.4,5.91,9.46,5.34
34.57,193.16,35.0,1040.42,0.3,2.32,2.46
46.85,168.91,82.16,1021.63,0.37,9.22,0.5
25.5,340.8,67.09,989.18,6.13,8.13,4.58
10.69,315.98,92.04,1009.36,2.42,5.04,5.3
29.85,145.89,67.83,980.88,8.02,7.32,5.87
0.21,299.74,72.79,996.18,0.15,5.43,4.23
48.4,326.74,80.97,982.35,5.54,2.16,6.59
30.8,162.49,43.61,1008.04,0.08,9.68,0.5
28.67,8.97,71.79,1022.16,8.41,3.74,7.33
44.79,342.53,70.16,1046.47,7.37,0.47,7.19
26.52,174.01,38.48,1024.55,6.83,7.85,3.72
10.0,193.56,91.78,999.66,5.42,1.88,8.57
13.07,166.04,92.96,1013.17,5.11,1.53,8.24
42.42,26.88,52.52,997.12,9.46,6.58,5.68
45.22,348.15,75.4,964.58,9.04,1.91,8.78
39.05,112.77,26.76,970.5,3.98,2.79,4.8
25.88,131.37,60.54,952.45,2.32,4.36,4.99
17.64,98.14,84.8,1044.3,9.97,9.06,5.96
5.64,64.73,85.25,1020.8,5.51,4.08,7.22
32.75,107.19,94.69,1011.2,6.82,9.46,4.22
47.77,327.22,36.38,964.37,8.53,8.61,4.07
39.74,147.65,61.55,1036.03,2.4,7.8,1.25
